index,id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
3123,57924,10/30/2017 15:01,Stray,0,C1710237,,Dominos,Domestic Short Hair,White and Brown,Cat,6 weeks.,Male,Feline Nursery,10/30/2017 0:00,Foster,0,12/8/2017 0:00,Stray,12/8/2017 0:00,"UU - untreatable, unmanageable",0,1,0
3124,57925,10/31/2017 12:36,Stray,0,D17101436,,Roxy,Pitbull,Brindle,Dog,2 years 9 months.,Female,Stray Dogs Beta,11/3/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3125,57926,10/31/2017 13:03,Unable to Afford,0,C17101436,9.8102E+14,Watson,Domestic Long Hair/Maine Coon,Grey,Cat,5 years 6 months.,Male,Adoptable Cat Big Colony,12/4/2017 0:00,Foster,0,2/8/2018 0:00,Stray,,Court Order/ Legal,0,0,0
3126,57926,10/31/2017 13:03,Unable to Afford,0,C17101436,9.8102E+14,Watson,Domestic Long Hair/Maine Coon,Grey,Cat,5 years 6 months.,Male,Adoptable Cat Big Colony,2/9/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3127,57927,10/31/2017 14:19,Moving,0,D17101437,9.00032E+14,Taz,Shih Tzu,Black and White,Dog,3 years 7 months.,Male,Adoptable Dogs,11/6/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3128,57928,10/31/2017 15:30,Abandoned,0,T1710238,,Max,,Black and Brown,Turtle,2 years 9 months.,Unknown,Office,11/1/2017 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
3129,57929,10/31/2017 15:30,Abandoned,0,T1710239,,Sam,,Black and Brown,Turtle,2 years 0 months.,Unknown,Office,11/1/2017 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
3130,57930,10/31/2017 15:33,Stray,0,C17101437,9.8102E+14,Kirby,Domestic Short Hair,Black and White,Cat,9 years 7 months.,Female,Cat room C,2/7/2018 0:00,Foster,0,2/9/2018 0:00,Stray,,Court Order/ Legal,0,0,0
3131,57930,10/31/2017 15:33,Stray,0,C17101437,9.8102E+14,Kirby,Domestic Short Hair,Black and White,Cat,9 years 7 months.,Female,Cat room C,3/23/2018 0:00,Foster,0,3/25/2018 0:00,Stray,,Court Order/ Legal,0,0,0
3132,57930,10/31/2017 15:33,Stray,0,C17101437,9.8102E+14,Kirby,Domestic Short Hair,Black and White,Cat,9 years 7 months.,Female,Cat room C,4/5/2018 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
3133,57932,10/31/2017 16:43,Stray,0,D17101439,9.8102E+14,Oreo,American Bulldog,White and Black,Dog,4 years 6 months.,Female,Stray Dogs Theta,11/1/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3134,57934,10/31/2017 18:18,Police Assist,0,D1710240,,Seamus,Border Collie,Black and White,Dog,4 years 5 months.,Male,Stray Dogs Theta,11/1/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3135,57936,11/1/2017 10:27,Stray,0,D17111441,,Benny,Pomeranian,Black and White,Dog,11 years 0 months.,Male,Stray Dogs Alpha,11/6/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3136,57937,11/1/2017 10:39,Stray,0,D17111442,0A116E056D,Bear,Pitbull/American Bulldog,Tan and White,Dog,7 years 0 months.,Male,Check-in,11/1/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3137,57939,11/1/2017 13:02,Stray,0,C17111443,,Mertyl,Domestic Short Hair,Calico,Cat,6 years 0 months.,Female,Stray Cats,11/1/2017 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
3138,57940,11/1/2017 13:45,Biting,0,D17111438,9.8102E+14,Lexi,Pitbull,Grey,Dog,7 years 4 months.,Female,Adoptable Dogs,12/16/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3139,57942,11/1/2017 14:52,Stray,0,C17111444,9.8102E+14,Calypso,Domestic Short Hair,Black and Brown,Cat,2 years 3 months.,Female,Adoptable Cat Small Colony,12/1/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3140,57949,11/2/2017 9:54,Litter relinquishment,0,C17111440,9.8102E+14,Bryce,Domestic Long Hair,Orange,Cat,1 year 2 months.,Female,Adoptable Cat Kennels,11/7/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3141,57950,11/2/2017 9:54,Litter relinquishment,0,C17111441,9.8102E+14,Ron,Domestic Short Hair,Orange,Cat,1 year 2 months.,Male,Adoptable Cat Kennels,11/7/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3142,57951,11/2/2017 9:54,Litter relinquishment,0,C17111442,9.8102E+14,Ryder,Domestic Long Hair,Black and Brown,Cat,1 year 2 months.,Male,Adoptable Cat Kennels,11/7/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3143,57953,9/28/2017 12:51,Born in Shelter,0,C17091450,,Hans Solo,Domestic Short Hair,Orange,Cat,5 weeks.,Male,Check-in,9/28/2017 0:00,Foster,0,11/12/2017 0:00,Stray,11/12/2017 0:00,Died in care,0,0,0
3144,57954,11/2/2017 14:34,Stray,0,D17111451,9.8102E+14,Cruiser,Border Collie/Australian Shepherd,White and Black,Dog,2 years 1 month.,Male,Adoptable Dogs,11/29/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3145,57956,11/2/2017 16:06,Stray,0,C17111452,9.8102E+14,Blue Spitfire,Domestic Short Hair,Grey,Cat,1 year 2 months.,Female,Lobby,11/11/2017 0:00,Foster,0,12/4/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3146,57956,11/2/2017 16:06,Stray,0,C17111452,9.8102E+14,Blue Spitfire,Domestic Short Hair,Grey,Cat,1 year 2 months.,Female,Lobby,12/5/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3147,57958,11/2/2017 16:53,Litter relinquishment,0,C17111451,9.8102E+14,Hipscotch,Domestic Short Hair,Black,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,11/8/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3148,57959,11/2/2017 16:53,Litter relinquishment,0,C17111453,9.8102E+14,Stark,Domestic Medium Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,11/8/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3149,57960,11/2/2017 16:53,Litter relinquishment,0,C17111454,9.8102E+14,June Bug,Domestic Short Hair,Black,Cat,1 year 5 months.,Female,Adoptable Cat Kennels,12/1/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3150,57961,11/2/2017 16:53,Litter relinquishment,0,C17111455,9.8102E+14,Patch,Domestic Short Hair,Black,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,11/8/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3151,57962,11/2/2017 16:53,Litter relinquishment,0,C17111456,9.8102E+14,Hoot,Domestic Short Hair,Tortie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,11/8/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3152,57963,11/2/2017 16:53,Litter relinquishment,0,C17111457,9.8102E+14,Ruth,Domestic Short Hair,Tortie,Cat,1 year 5 months.,Female,Adoptable Cat Glass Colony,11/18/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3153,57964,11/2/2017 17:43,Stray,0,D1711242,36094320,Rufus,Pitbull,Brown,Dog,11 years 0 months.,Male,Check-in,11/3/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3154,57965,11/3/2017 9:32,Stray,0,C17111458,9.8102E+14,Bonnie,Domestic Short Hair,Black,Cat,2 years 5 months.,Female,Adoptable Cat Big Colony,1/26/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3155,57966,11/3/2017 12:22,Stray,0,D17111459,9.8102E+14,Buddy the Elf,Boxer/Mix,Brown,Dog,1 year 3 months.,Male,Adoptable Dogs,11/20/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3156,57968,11/3/2017 13:59,Stray,0,C17111460,9.8102E+14,Jelly,Domestic Short Hair,Tortie,Cat,1 year 10 months.,Female,Adoptable Cat Glass Colony,12/10/2017 0:00,Foster,0,1/4/2018 0:00,Stray,,Court Order/ Legal,0,0,0
3157,57968,11/3/2017 13:59,Stray,0,C17111460,9.8102E+14,Jelly,Domestic Short Hair,Tortie,Cat,1 year 10 months.,Female,Adoptable Cat Glass Colony,1/6/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3158,57969,11/3/2017 13:59,Stray,0,C17111461,9.8102E+14,Penny Peanut,Domestic Short Hair,Dilute tortoiseshell,Cat,2 years 6 months.,Female,Adoptable Cat Glass Colony,12/10/2017 0:00,Foster,0,1/4/2018 0:00,Stray,,Court Order/ Legal,0,0,0
3159,57969,11/3/2017 13:59,Stray,0,C17111461,9.8102E+14,Penny Peanut,Domestic Short Hair,Dilute tortoiseshell,Cat,2 years 6 months.,Female,Adoptable Cat Glass Colony,1/6/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3160,57970,11/3/2017 15:05,Stray,0,D1711243,9.82E+14,Echo,Husky,Grey,Dog,6 years 0 months.,Male,Check-in,11/3/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3161,57971,11/3/2017 15:06,Incompatible with owner lifestyle,0,D17111458,9.85112E+14,Rocky Balboa,Labrador Retriever/Pitbull,Black,Dog,1 year 8 months.,Male,Adoptable Dogs,12/3/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3162,57972,11/3/2017 17:03,Stray,0,D17111462,9.8102E+14,Leo,Labrador Retriever,Black,Dog,1 year 3 months.,Male,Adoptable Dogs,11/11/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3163,57973,11/3/2017 17:03,Stray,0,D17111463,9.8102E+14,Pascal,Labrador Retriever,Black,Dog,1 year 3 months.,Female,Adoptable Dogs,11/9/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3164,57974,11/3/2017 17:30,Incompatible with owner lifestyle,0,D17111460,9.8102E+14,Copper,Pitbull/Miniature Pinscher,Red,Dog,1 year 9 months.,Male,Adoptable Dogs,11/8/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3165,57975,11/3/2017 17:43,Stray,0,D17111464,9.8102E+14,Roxy,Labrador Retriever/Pitbull,Black and White,Dog,4 years 0 months.,Female,Adoptable Dogs,12/29/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3166,57976,11/4/2017 10:10,Stray,0,D17111465,7069127,Hattie,Labrador Retriever/Pitbull,Black,Dog,4 years 0 months.,Female,Check-in,11/4/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3167,57977,11/4/2017 12:09,Stray,0,C17111466,9.82E+14,Lola,Domestic Short Hair,Black and grey,Cat,4 years 0 months.,Female,Adoptable Cat Small Colony,11/6/2017 0:00,Reclaimed,0,1/6/2018 0:00,Moving,,Court Order/ Legal,0,0,0
3168,57977,11/4/2017 12:09,Stray,0,C17111466,9.82E+14,Lola,Domestic Short Hair,Black and grey,Cat,4 years 0 months.,Female,Adoptable Cat Small Colony,1/14/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3169,57978,11/4/2017 12:43,Litter relinquishment,0,C17111462,9.8102E+14,Nimbus,Domestic Short Hair,"Brown, Black and White",Cat,1 year 3 months.,Male,Lobby,11/18/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3170,57979,11/4/2017 12:43,Litter relinquishment,0,C17111463,9.8102E+14,Cumulus,Domestic Short Hair,Grey,Cat,1 year 3 months.,Male,Lobby,11/14/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3171,57980,11/4/2017 12:43,Litter relinquishment,0,C17111464,9.8102E+14,Ziggy,Domestic Short Hair,Grey and White,Cat,1 year 3 months.,Male,Adoptable Cat Small Colony,11/20/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3172,57981,11/4/2017 13:21,Incompatible with owner lifestyle,0,R17111465,,Jackson,Rex,White and Black,House Rabbit,1 year 10 months.,Male,Lobby,11/22/2017 0:00,Adoption,0,11/27/2017 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
3173,57981,11/4/2017 13:21,Incompatible with owner lifestyle,0,R17111465,,Jackson,Rex,White and Black,House Rabbit,1 year 10 months.,Male,Lobby,2/2/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3174,57982,11/4/2017 13:44,Incompatible with owner lifestyle,0,C17111467,9.8102E+14,Branch,Domestic Short Hair,Grey and White,Cat,1 year 6 months.,Male,Adoptable Cat Big Colony,11/9/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3175,57984,11/4/2017 16:53,Stray,0,C17111468,9.8102E+14,Mr. Miyagi,Domestic Short Hair,Orange and White,Cat,6 years 0 months.,Male,Adoptable Cat Glass Colony,11/30/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3176,57985,11/4/2017 16:58,Stray,0,D17111469,,Crystal,Labrador Retriever,Black,Dog,3 years 0 months.,Female,Stray Dogs Beta,11/7/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3177,57986,11/5/2017 10:48,Stray,0,D1711244,9.8102E+14,Rhett,American Bulldog/Pit Bull Terrier,Tan and White,Dog,2 years 3 months.,Male,Adoptable Dogs,12/4/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3178,57987,11/5/2017 14:43,Incompatible with owner lifestyle,0,C17111469,9.8102E+14,Toothless,Domestic Short Hair,Black,Cat,3 years 0 months.,Male,Adoptable Cat Glass Colony,12/1/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3179,57988,11/5/2017 15:15,Stray,0,D17111470,,Akamaru,Shepherd/Mix,Tan,Dog,2 years 4 months.,Male,Stray Dogs Beta,11/6/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3180,57989,11/5/2017 19:04,Sick/Injured,0,D1711245,FDXB982000411009628,Eva,Collie,Black and Brown,Dog,8 years 0 months.,Female,Check-in,11/6/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3181,57991,11/6/2017 12:03,Stray,0,C17111471,9.8102E+14,Grissom,Domestic Short Hair,Brown and Black,Cat,1 year 3 months.,Female,Lobby,11/19/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3182,57992,11/6/2017 12:03,Stray,0,C17111472,9.8102E+14,Lily,Domestic Short Hair,Grey,Cat,1 year 2 months.,Female,Lobby,11/18/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3183,57994,11/6/2017 12:46,Stray,0,C17111473,9.8102E+14,Nusan,Domestic Short Hair,Grey and White,Cat,4 years 0 months.,Male,Adoptable Cat Kennels,12/1/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3184,57998,11/6/2017 14:24,Incompatible with owner lifestyle,0,D17111472,9.8102E+14,Carmella,Pitbull,Red,Dog,7 years 0 months.,Female,Adoptable Dogs,12/18/2017 0:00,Foster,0,12/21/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3185,57998,11/6/2017 14:24,Incompatible with owner lifestyle,0,D17111472,9.8102E+14,Carmella,Pitbull,Red,Dog,7 years 0 months.,Female,Adoptable Dogs,12/23/2017 0:00,Foster,0,12/26/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3186,57998,11/6/2017 14:24,Incompatible with owner lifestyle,0,D17111472,9.8102E+14,Carmella,Pitbull,Red,Dog,7 years 0 months.,Female,Adoptable Dogs,12/26/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3187,58000,11/7/2017 9:43,Stray,0,C17111475,9.82E+14,Gabriel,Domestic Long Hair,Grey and White,Cat,3 years 11 months.,Male,Adoptable Cat Middle Colony,12/1/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3188,58001,11/7/2017 12:39,Moving,0,D17111473,9.8102E+14,Sansa,Pitbull/Mix,Black and White,Dog,2 years 0 months.,Female,Adoptable Dogs,12/21/2017 0:00,Foster,0,12/23/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3189,58001,11/7/2017 12:39,Moving,0,D17111473,9.8102E+14,Sansa,Pitbull/Mix,Black and White,Dog,2 years 0 months.,Female,Adoptable Dogs,12/23/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3190,58002,11/7/2017 12:41,Moving,0,D17111474,9.8102E+14,Tate,Pitbull/Hound,Tan and White,Dog,1 year 3 months.,Male,Adoptable Dogs,11/14/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3191,58003,11/7/2017 13:22,Incompatible with owner lifestyle,0,C17111476,9.8102E+14,Danni,Domestic Short Hair,Orange,Cat,1 year 2 months.,Female,Lobby,11/11/2017 0:00,Foster,0,12/4/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3192,58003,11/7/2017 13:22,Incompatible with owner lifestyle,0,C17111476,9.8102E+14,Danni,Domestic Short Hair,Orange,Cat,1 year 2 months.,Female,Lobby,12/6/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3193,58005,11/7/2017 17:06,Stray,0,D17111476,9.8102E+14,Chloe Anne,Bull Terrier/Mix,White,Dog,2 years 3 months.,Female,Dog room B,12/14/2017 0:00,Adoption,0,3/6/2019 0:00,Transfer from Other Shelter,,Court Order/ Legal,0,0,0
3194,58005,11/7/2017 17:06,Stray,0,D17111476,9.8102E+14,Chloe Anne,Bull Terrier/Mix,White,Dog,2 years 3 months.,Female,Dog room B,3/17/2019 0:00,Adoption,0,3/19/2019 0:00,Return Adopt - Behavior,,Court Order/ Legal,0,0,0
3195,58005,11/7/2017 17:06,Stray,0,D17111476,9.8102E+14,Chloe Anne,Bull Terrier/Mix,White,Dog,2 years 3 months.,Female,Dog room B,4/7/2019 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3196,58006,11/8/2017 12:08,Stray,0,C17111477,0A134F452B,Percy,Domestic Short Hair,Chocolate,Cat,13 years 11 months.,Male,Stray Cats,11/8/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3197,58008,11/8/2017 13:38,Stray,0,C17111479,9.8102E+14,Pauley,Domestic Short Hair,Buff,Cat,1 year 1 month.,Male,Adoptable Cat Kennels,11/14/2017 0:00,Foster,0,1/18/2018 0:00,Stray,,Court Order/ Legal,0,0,0
3198,58008,11/8/2017 13:38,Stray,0,C17111479,9.8102E+14,Pauley,Domestic Short Hair,Buff,Cat,1 year 1 month.,Male,Adoptable Cat Kennels,1/19/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3199,58010,11/8/2017 14:24,Incompatible with owner lifestyle,0,R17111477,,Emma,New Zealand,White and Grey,House Rabbit,2 years 8 months.,Female,Adoptable Cat Middle Colony,1/18/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3200,58014,11/8/2017 14:54,Landlord issues,0,D17111479,9.8102E+14,Breezy,Pitbull/Mix,Red,Dog,1 year 8 months.,Female,Adoptable Dogs,11/22/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3201,58015,11/9/2017 12:05,Stray,0,D1711247,9.8102E+14,Heisenberg,Hound/Doberman Pinscher,Black and Brindle,Dog,1 year 5 months.,Male,Adoptable Dogs,11/19/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3202,58016,11/9/2017 12:49,Incompatible with owner lifestyle,0,D17111480,9.8102E+14,Chloe,Beagle/Jack Russell Terrier,White and Tan,Dog,2 years 0 months.,Female,Adoptable Dogs,11/29/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3203,58017,11/10/2017 15:16,Incompatible with owner lifestyle,0,D17111481,9.8102E+14,Franklin,Shiba Inu/Chow Chow,Golden,Dog,15 years 11 months.,Male,Stray Dogs Theta,11/15/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3204,58017,11/10/2017 15:16,Incompatible with owner lifestyle,0,D17111481,9.8102E+14,Franklin,Shiba Inu/Chow Chow,Golden,Dog,15 years 11 months.,Male,Stray Dogs Theta,11/15/2017 0:00,Reclaimed,0,11/15/2017 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
3205,58018,11/10/2017 15:52,Stray,0,D1711248,9.85112E+14,Arya,Husky,Black,Dog,6 years 5 months.,Unknown,Check-in,11/11/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3206,58019,11/10/2017 18:36,Sick/Injured,0,C1711249,0A1307245C,Chloe,Domestic Short Hair,Calico,Cat,10 years 0 months.,Female,Adoptable Cat Kennels,12/19/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3207,58020,11/11/2017 12:10,Stray,0,C17111482,9.8102E+14,Leo,Domestic Medium Hair,Orange,Cat,1 year 2 months.,Male,Feline Nursery,11/28/2017 0:00,Foster,0,1/11/2018 0:00,Stray,,Court Order/ Legal,0,0,0
3208,58020,11/11/2017 12:10,Stray,0,C17111482,9.8102E+14,Leo,Domestic Medium Hair,Orange,Cat,1 year 2 months.,Male,Feline Nursery,1/11/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3209,58022,11/11/2017 12:40,Incompatible with owner lifestyle,0,D17111482,4442183542,Lacy,Beagle,Tricolour,Dog,14 years 1 month.,Female,Adoptable Dogs,12/1/2017 0:00,Foster,0,12/4/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3210,58022,11/11/2017 12:40,Incompatible with owner lifestyle,0,D17111482,4442183542,Lacy,Beagle,Tricolour,Dog,14 years 1 month.,Female,Adoptable Dogs,12/5/2017 0:00,Foster,0,12/23/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3211,58022,11/11/2017 12:40,Incompatible with owner lifestyle,0,D17111482,4442183542,Lacy,Beagle,Tricolour,Dog,14 years 1 month.,Female,Adoptable Dogs,12/28/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3212,58023,11/11/2017 12:56,Stray,0,D17111484,9.8102E+14,Skunk,Pug,Tan,Dog,2 years 6 months.,Male,Adoptable Dogs,12/11/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3213,58024,11/11/2017 13:41,Stray,0,C17111485,,Twister,Domestic Short Hair,Grey,Cat,2 years 4 months.,Female,Stray Cats,11/12/2017 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
3214,58025,11/11/2017 13:41,Incompatible with owner lifestyle,0,C17111484,9.8102E+14,Carl Carlton,Domestic Short Hair,Black,Cat,1 year 6 months.,Male,Adoptable Cat Glass Colony,12/19/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3215,58026,11/11/2017 13:41,Incompatible with owner lifestyle,0,C17111486,9.8102E+14,Ed Sheeran,Domestic Short Hair,Orange,Cat,1 year 6 months.,Male,Adoptable Cat Glass Colony,12/19/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3216,58029,11/12/2017 14:31,Owner requested Euthanasia,0,C1711068,9.8102E+14,Andrew Luck,Domestic Medium Hair,White and Orange,Cat,3 years 0 months.,Male,Adoptable Cat Kennels,11/28/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3217,58030,11/12/2017 19:23,Owner Deceased,0,D1711250,,Valentine,Pit Bull Terrier,White and Black,Dog,2 years 7 months.,Female,Stray Dogs Theta,11/14/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3218,58031,11/13/2017 11:42,Stray,0,D1711251,,Lucy,Walker Hound/Labrador Retriever,Tricolour,Dog,2 years 1 month.,Female,Check-in,11/13/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
3219,58034,11/13/2017 12:20,Stray,0,C17111488,9.8102E+14,Dexter,Domestic Short Hair,Black and White,Cat,3 years 0 months.,Male,Adoptable Cat Big Colony,12/17/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3220,58035,11/13/2017 12:50,Incompatible with owner lifestyle,0,R17111487,,Harvey,Lionhead,Grey,House Rabbit,2 years 3 months.,Male,Lobby,11/22/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3221,58037,11/13/2017 13:28,Stray,0,D17111490,9.8102E+14,Jada,Labrador Retriever,Brindle,Dog,1 year 9 months.,Female,Adoptable Dogs,11/27/2017 0:00,Adoption,0,5/6/2018 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
3222,58037,11/13/2017 13:28,Stray,0,D17111490,9.8102E+14,Jada,Labrador Retriever,Brindle,Dog,1 year 9 months.,Female,Adoptable Dogs,5/14/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3223,58038,11/13/2017 13:31,Stray,0,D17111491,9.8102E+14,Costello,Labrador Retriever,Black and White,Dog,1 year 3 months.,Male,Adoptable Dogs,11/28/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3224,58039,11/13/2017 13:32,Stray,0,D17111492,9.8102E+14,Abbott,Labrador Retriever,Black,Dog,1 year 3 months.,Male,Adoptable Dogs,11/27/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3225,58040,11/13/2017 15:20,Stray,0,D17111493,9.8102E+14,Talia,Beagle,Tricolour,Dog,10 years 5 months.,Female,Adoptable Dogs,11/30/2017 0:00,Foster,0,12/1/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3226,58040,11/13/2017 15:20,Stray,0,D17111493,9.8102E+14,Talia,Beagle,Tricolour,Dog,10 years 5 months.,Female,Adoptable Dogs,12/13/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3227,58041,11/13/2017 16:17,Stray,0,C17111494,9.8102E+14,Ms. Vin Diesel,Domestic Short Hair,Grey,Cat,1 year 5 months.,Female,Adoptable Cat Kennels,11/28/2017 0:00,Foster,0,1/18/2018 0:00,Stray,,Court Order/ Legal,0,0,0
3228,58041,11/13/2017 16:17,Stray,0,C17111494,9.8102E+14,Ms. Vin Diesel,Domestic Short Hair,Grey,Cat,1 year 5 months.,Female,Adoptable Cat Kennels,1/19/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3229,58042,11/13/2017 16:43,Stray,0,C17111495,9.8102E+14,Blake,Domestic Medium Hair,Black and Brown,Cat,1 year 2 months.,Female,Adoptable Cat Kennels,11/28/2017 0:00,Foster,0,12/12/2017 0:00,Stray,,Court Order/ Legal,0,0,0
3230,58042,11/13/2017 16:43,Stray,0,C17111495,9.8102E+14,Blake,Domestic Medium Hair,Black and Brown,Cat,1 year 2 months.,Female,Adoptable Cat Kennels,12/15/2017 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
3231,58043,11/13/2017 16:55,Stray,0,D17111496,9.8102E+14,Lionel,Beagle,Tricolour,Dog,2 years 0 months.,Male,Stray Dogs Theta,11/14/2017 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
